Date,Category,Type,Amount,City,Province,Country,Latitude,Longitude,PaymentMode,TransactionID
2025-11-18,Tech,Expense,287.93,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-835901
2025-10-03,Healthcare,Expense,250.26,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-424960
2026-02-18,Dining,Expense,70.6,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-714923
2025-06-08,Groceries,Expense,282.48,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-356355
2025-03-01,Cybersecurity,Expense,186.82,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-424314
2025-03-03,Utilities,Expense,14.94,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-271790
2025-09-25,Transport,Expense,211.72,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-489933
2026-01-11,Tech,Expense,355.7,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-946313
2025-02-02,Healthcare,Expense,112.55,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-620248
2025-01-29,Transport,Expense,204.85,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-485548
2025-10-21,Groceries,Expense,272.91,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-876764
2026-03-16,Rent,Expense,1200.0,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-148215
2025-03-18,Cybersecurity,Expense,79.79,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-335421
2026-01-04,Cybersecurity,Expense,134.77,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-225200
2025-04-02,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-520400
2026-03-20,Entertainment,Expense,120.1,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-190581
2025-07-08,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-691194
2025-08-26,Dining,Expense,153.63,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-868043
2025-03-19,Freelance,Income,12.49,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-344315
2025-06-21,Rent,Expense,1200.0,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-990247
2025-02-23,Tech,Expense,90.03,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-615929
2025-12-31,Freelance,Income,119.13,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-986575
2025-08-23,Transport,Expense,390.08,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-629979
2025-02-08,Cybersecurity,Expense,240.84,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-794622
2025-05-30,Freelance,Income,111.79,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-834764
2025-06-12,Investments,Income,186.58,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-312559
2025-03-21,Groceries,Expense,51.21,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-429287
2025-07-03,Healthcare,Expense,386.21,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-423284
2025-02-16,Groceries,Expense,71.47,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-325465
2025-03-17,Investments,Income,45.57,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-515492
2025-05-14,Tech,Expense,329.83,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-524035
2025-02-18,Freelance,Income,190.2,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-112537
2025-03-08,Dining,Expense,87.27,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-819622
2025-10-26,Groceries,Expense,238.59,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-167603
2026-02-19,Entertainment,Expense,60.23,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-144770
2025-03-28,Salary,Income,2584.83,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-620226
2025-03-30,Cybersecurity,Expense,148.04,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-393448
2025-01-18,Utilities,Expense,249.5,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-778720
2025-10-09,Cybersecurity,Expense,196.82,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-501620
2025-11-26,Dining,Expense,355.01,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-761393
2025-07-15,Salary,Income,2556.38,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-670968
2025-10-17,Transport,Expense,205.93,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-288550
2025-01-16,Dining,Expense,359.35,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-947935
2026-01-28,Investments,Income,237.76,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-204998
2025-05-17,Dining,Expense,218.14,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-703656
2025-07-01,Gift,Income,374.73,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-348041
2025-10-30,Transport,Expense,21.0,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-690462
2025-10-05,Gift,Income,130.53,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-194641
2025-01-11,Dining,Expense,215.31,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-743966
2025-06-24,Utilities,Expense,289.61,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-122977
2026-02-01,Utilities,Expense,53.26,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-176054
2025-10-28,Cybersecurity,Expense,49.4,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-243079
2026-02-10,Gift,Income,259.31,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-282664
2025-12-22,Healthcare,Expense,356.94,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-334081
2025-07-13,Utilities,Expense,129.66,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-286340
2026-03-12,Cybersecurity,Expense,397.77,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-290926
2025-11-24,Dining,Expense,230.56,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-447255
2025-06-27,Dining,Expense,393.13,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-961574
2025-08-17,Transport,Expense,14.44,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-826847
2026-02-07,Tech,Expense,52.13,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-504684
2025-03-27,Cybersecurity,Expense,354.98,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-468292
2026-03-01,Groceries,Expense,197.0,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-270557
2025-05-31,Rent,Expense,1200.0,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-373812
2025-06-25,Salary,Income,2434.02,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-867541
2025-06-23,Groceries,Expense,241.67,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-838726
2025-11-07,Utilities,Expense,357.0,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-206176
2025-07-29,Dining,Expense,281.91,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-792687
2025-02-19,Dining,Expense,29.36,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-261050
2025-08-07,Rent,Expense,1200.0,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-963918
2025-04-13,Entertainment,Expense,47.82,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-769191
2025-08-31,Groceries,Expense,339.07,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-593821
2025-02-16,Tech,Expense,260.33,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-489043
2025-04-06,Investments,Income,183.85,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-587648
2025-10-16,Tech,Expense,34.04,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-800596
2025-07-31,Healthcare,Expense,388.58,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-680493
2026-02-24,Cybersecurity,Expense,213.81,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-700534
2025-06-03,Gift,Income,40.79,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-226124
2025-03-30,Gift,Income,380.13,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-947732
2025-08-05,Rent,Expense,1200.0,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-311727
2026-03-04,Freelance,Income,242.07,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-191254
2025-10-10,Cybersecurity,Expense,137.19,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-112964
2026-02-05,Healthcare,Expense,173.64,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-255398
2025-02-24,Groceries,Expense,229.45,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-661652
2025-05-16,Gift,Income,159.39,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-139285
2025-03-15,Cybersecurity,Expense,251.12,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-515018
2025-12-20,Investments,Income,102.66,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-490532
2025-06-09,Tech,Expense,119.34,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-339030
2026-02-01,Entertainment,Expense,332.07,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-734366
2025-08-15,Dining,Expense,92.44,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-896386
2026-02-25,Transport,Expense,31.92,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-426236
2025-03-11,Cybersecurity,Expense,314.4,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-282176
2026-03-05,Dining,Expense,32.47,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-153015
2025-05-21,Freelance,Income,153.66,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-766275
2025-05-04,Salary,Income,2474.49,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-286209
2025-10-28,Gift,Income,225.02,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-978343
2025-05-26,Salary,Income,2405.49,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-995296
2026-03-15,Dining,Expense,96.33,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-382154
2025-01-11,Healthcare,Expense,347.21,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-238741
2025-04-25,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-847362
2025-08-05,Investments,Income,359.24,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-364239
2025-12-13,Tech,Expense,213.05,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-712879
2025-12-06,Healthcare,Expense,386.93,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-412974
2025-02-02,Entertainment,Expense,141.15,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-390334
2025-04-07,Tech,Expense,68.47,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-944554
2025-12-05,Gift,Income,134.64,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-787237
2025-05-13,Tech,Expense,363.7,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-872519
2025-06-25,Dining,Expense,293.35,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-804505
2026-03-09,Tech,Expense,76.29,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-408054
2026-01-15,Utilities,Expense,110.87,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-812730
2025-04-24,Salary,Income,2471.06,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-926372
2025-05-14,Investments,Income,238.37,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-593393
2025-08-30,Groceries,Expense,356.88,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-813763
2025-07-31,Tech,Expense,31.08,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-310026
2025-03-15,Entertainment,Expense,133.39,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-611265
2025-06-10,Utilities,Expense,257.45,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-386814
2025-10-23,Utilities,Expense,308.15,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-235691
2025-07-26,Cybersecurity,Expense,177.32,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-104895
2026-01-10,Dining,Expense,155.51,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-893612
2025-01-10,Freelance,Income,273.93,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-827213
2025-03-08,Investments,Income,50.06,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-275133
2025-06-02,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-863187
2025-06-22,Healthcare,Expense,179.13,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-613989
2025-03-26,Dining,Expense,379.75,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-339513
2025-04-19,Utilities,Expense,296.29,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-229144
2025-07-12,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-722774
2025-12-01,Salary,Income,2567.22,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-537020
2025-10-08,Groceries,Expense,108.57,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-828961
2025-06-04,Rent,Expense,1200.0,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-794663
2025-08-03,Utilities,Expense,333.95,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-396439
2025-09-12,Groceries,Expense,87.47,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-971889
2025-07-03,Dining,Expense,284.34,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-141319
2025-12-19,Dining,Expense,373.92,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-102871
2025-02-26,Groceries,Expense,335.74,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-194458
2026-01-06,Groceries,Expense,292.19,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-578938
2025-05-16,Investments,Income,191.07,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-141360
2026-02-15,Investments,Income,273.94,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-199613
2025-01-05,Salary,Income,2570.4,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-474894
2026-03-26,Investments,Income,295.9,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-291752
2025-08-22,Cybersecurity,Expense,116.01,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-938754
2025-02-27,Utilities,Expense,61.68,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-208751
2026-02-15,Entertainment,Expense,231.89,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-741018
2025-11-10,Transport,Expense,21.24,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-611833
2025-08-14,Cybersecurity,Expense,27.93,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-112960
2026-01-28,Healthcare,Expense,300.01,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-802382
2025-08-10,Salary,Income,2532.34,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-462544
2025-03-18,Cybersecurity,Expense,337.22,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-112210
2025-09-16,Utilities,Expense,341.05,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-178501
2025-05-04,Transport,Expense,139.05,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-631553
2025-07-26,Cybersecurity,Expense,328.67,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-565765
2025-02-15,Entertainment,Expense,344.07,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-224473
2025-02-22,Salary,Income,2480.69,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-966028
2025-09-18,Tech,Expense,229.31,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-480992
2026-03-09,Freelance,Income,187.24,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-851470
2025-02-28,Entertainment,Expense,48.0,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-457938
2025-10-08,Tech,Expense,213.57,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-272129
2025-02-24,Cybersecurity,Expense,109.17,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-226611
2025-04-21,Gift,Income,188.25,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-213000
2025-11-21,Rent,Expense,1200.0,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-909652
2025-12-04,Gift,Income,239.83,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-623059
2025-10-11,Rent,Expense,1200.0,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-633025
2025-12-21,Utilities,Expense,235.64,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-506224
2025-09-16,Transport,Expense,353.74,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-386886
2025-05-31,Transport,Expense,186.61,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-532794
2025-06-03,Healthcare,Expense,338.8,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-846454
2025-11-20,Healthcare,Expense,94.76,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-819964
2025-12-30,Utilities,Expense,263.53,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-844858
2025-10-15,Transport,Expense,197.34,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-806995
2025-05-27,Healthcare,Expense,352.22,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-648122
2025-03-16,Cybersecurity,Expense,30.7,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-379947
2025-05-27,Utilities,Expense,276.52,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-824141
2026-01-21,Dining,Expense,221.06,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-207458
2026-03-19,Healthcare,Expense,97.48,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-349136
2025-12-21,Tech,Expense,269.15,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-536801
2025-10-10,Investments,Income,30.98,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-750706
2026-03-01,Gift,Income,97.96,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-913848
2025-05-31,Dining,Expense,185.04,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-282237
2025-07-13,Groceries,Expense,25.85,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-236384
2025-01-03,Tech,Expense,138.92,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-261169
2026-02-01,Salary,Income,2586.48,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-614379
2025-07-03,Healthcare,Expense,38.42,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-292800
2025-03-23,Healthcare,Expense,172.21,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-196411
2025-12-06,Dining,Expense,139.43,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-329056
2025-10-15,Gift,Income,331.24,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-801432
2025-11-25,Dining,Expense,249.34,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-141814
2025-07-15,Transport,Expense,367.21,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-369054
2025-01-13,Tech,Expense,365.42,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-610451
2025-06-14,Dining,Expense,210.42,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-910883
2025-11-17,Rent,Expense,1200.0,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-802897
2026-03-19,Dining,Expense,277.31,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-663876
2025-11-28,Gift,Income,328.53,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-124906
2025-01-20,Transport,Expense,44.13,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-932794
2025-10-22,Groceries,Expense,330.43,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-506881
2025-08-10,Cybersecurity,Expense,133.4,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-660814
2026-01-23,Groceries,Expense,300.92,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-475075
2025-05-29,Salary,Income,2557.38,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-395192
2025-07-15,Entertainment,Expense,164.09,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-263917
2026-01-18,Utilities,Expense,162.49,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-764845
2025-01-06,Transport,Expense,225.87,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-229221
2025-10-03,Cybersecurity,Expense,223.53,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-320256
2025-04-19,Transport,Expense,170.94,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-268772
2025-04-10,Tech,Expense,54.7,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-992744
2025-08-25,Healthcare,Expense,261.42,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-804313
2025-04-12,Groceries,Expense,292.98,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-474486
2025-02-21,Dining,Expense,121.2,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-433222
2025-11-12,Transport,Expense,267.17,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-693024
2025-08-08,Transport,Expense,75.77,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-923824
2025-05-22,Cybersecurity,Expense,337.64,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-603268
2026-02-01,Transport,Expense,129.13,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-284308
2026-03-07,Groceries,Expense,119.44,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-376021
2026-01-08,Groceries,Expense,39.41,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-952117
2026-01-29,Cybersecurity,Expense,240.11,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-669868
2025-12-01,Gift,Income,312.33,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-334153
2025-03-10,Investments,Income,191.23,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-516059
2025-12-06,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-893988
2025-03-23,Entertainment,Expense,79.87,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-871667
2025-01-21,Transport,Expense,95.34,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-165914
2025-01-22,Dining,Expense,270.75,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-506945
2025-01-24,Entertainment,Expense,25.56,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-837920
2026-03-04,Investments,Income,299.34,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-494956
2025-10-28,Transport,Expense,264.8,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-494609
2025-09-22,Freelance,Income,168.28,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-931161
2025-09-14,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-273650
2025-11-26,Healthcare,Expense,119.52,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-265001
2025-12-05,Groceries,Expense,99.84,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-604906
2025-04-18,Entertainment,Expense,240.41,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-355506
2025-03-10,Utilities,Expense,255.52,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-158627
2025-09-22,Utilities,Expense,383.71,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-854500
2025-02-13,Tech,Expense,94.47,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-605065
2025-11-04,Cybersecurity,Expense,65.66,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-753484
2025-03-27,Tech,Expense,292.43,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-725510
2025-07-13,Dining,Expense,160.33,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-312177
2025-12-17,Healthcare,Expense,173.72,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-286040
2026-03-26,Rent,Expense,1200.0,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-197716
2025-11-05,Utilities,Expense,220.32,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-647403
2025-12-24,Rent,Expense,1200.0,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-340633
2026-02-09,Gift,Income,309.78,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-546157
2026-01-28,Entertainment,Expense,100.68,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-727354
2025-05-12,Gift,Income,83.72,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-645009
2025-12-19,Dining,Expense,323.67,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-211760
2025-05-14,Tech,Expense,343.44,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-741603
2026-01-22,Cybersecurity,Expense,89.44,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-287401
